planetName,hostName,defaultParameterSet,starsNu,planetsNu,discMethod,discYear,discFacility,solutionType
HD 45350 b,HD 45350,1,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 88133 b,HD 88133,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 88133 b,HD 88133,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 88133 b,HD 88133,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 88133 b,HD 88133,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 88133 b,HD 88133,1,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 88133 b,HD 88133,0,1,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,1,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,0,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,0,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,0,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,0,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,0,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
HD 99492 b,HD 99492,0,2,2,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,1,Microlensing,2004,OGLE,Published Confirmed
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,0,1,1,Microlensing,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,1,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-10 b,OGLE-TR-10,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,1,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-111 b,OGLE-TR-111,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,TESS Project Candidate
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,1,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-113 b,OGLE-TR-113,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,0,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,1,1,1,Transit,2004,OGLE,Published Confirmed
OGLE-TR-132 b,OGLE-TR-132,0,1,1,Transit,2004,OGLE,Published Confirmed
TrES-1 b,TrES-1,1,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,TESS Project Candidate
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
TrES-1 b,TrES-1,0,2,1,Transit,2004,TrES,Published Confirmed
HD 104985 b,HD 104985,1,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,Published Confirmed
HD 104985 b,HD 104985,0,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,Published Confirmed
HD 104985 b,HD 104985,0,1,1,Radial Velocity,2003,Okayama Astrophysical Observatory,Published Confirmed
HD 111232 b,HD 111232,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 111232 b,HD 111232,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 111232 b,HD 111232,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 111232 b,HD 111232,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 111232 b,HD 111232,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 111232 b,HD 111232,1,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 114386 b,HD 114386,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 114386 b,HD 114386,0,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 121504 b,HD 121504,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 121504 b,HD 121504,0,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 142415 b,HD 142415,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 142415 b,HD 142415,0,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 147513 b,HD 147513,1,2,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 169830 c,HD 169830,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 169830 c,HD 169830,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 169830 c,HD 169830,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 169830 c,HD 169830,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 169830 c,HD 169830,1,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,1,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 190360 b,HD 190360,0,2,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 19994 b,HD 19994,0,3,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 19994 b,HD 19994,1,3,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 216770 b,HD 216770,0,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 216770 b,HD 216770,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 23596 b,HD 23596,0,2,1,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 23596 b,HD 23596,1,2,1,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 23596 b,HD 23596,0,2,1,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 23596 b,HD 23596,0,2,1,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 23596 b,HD 23596,0,2,1,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 3651 b,HD 3651,0,1,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
HD 3651 b,HD 3651,0,1,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
HD 3651 b,HD 3651,1,1,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
HD 3651 b,HD 3651,0,1,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
HD 3651 b,HD 3651,0,1,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
HD 41004 B b,HD 41004 B,0,2,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 41004 B b,HD 41004 B,1,2,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 6434 b,HD 6434,0,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 6434 b,HD 6434,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 6434 b,HD 6434,0,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 65216 b,HD 65216,0,3,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 65216 b,HD 65216,0,3,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 65216 b,HD 65216,1,3,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 65216 b,HD 65216,0,3,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 70642 b,HD 70642,0,1,1,Radial Velocity,2003,Anglo-Australian Telescope,Published Confirmed
HD 70642 b,HD 70642,0,1,1,Radial Velocity,2003,Anglo-Australian Telescope,Published Confirmed
HD 70642 b,HD 70642,0,1,1,Radial Velocity,2003,Anglo-Australian Telescope,Published Confirmed
HD 70642 b,HD 70642,0,1,1,Radial Velocity,2003,Anglo-Australian Telescope,Published Confirmed
HD 70642 b,HD 70642,1,1,1,Radial Velocity,2003,Anglo-Australian Telescope,Published Confirmed
HD 74156 b,HD 74156,1,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 b,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 b,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 b,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 b,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 b,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,1,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 74156 c,HD 74156,0,1,2,Radial Velocity,2003,Haute-Provence Observatory,Published Confirmed
HD 82943 b,HD 82943,1,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 b,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 b,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 b,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 b,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 c,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 c,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 c,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 c,HD 82943,1,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
HD 82943 c,HD 82943,0,1,2,Radial Velocity,2003,La Silla Observatory,Published Confirmed
PSR B1620-26 b,PSR B1620-26,1,2,1,Pulsar Timing,2003,Hubble Space Telescope,Published Confirmed
gam Cep b,gam Cep,1,2,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
gam Cep b,gam Cep,0,2,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
gam Cep b,gam Cep,0,2,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
gam Cep b,gam Cep,0,2,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
gam Cep b,gam Cep,0,2,1,Radial Velocity,2003,Multiple Observatories,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
14 Her b,14 Her,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,1,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
55 Cnc d,55 Cnc,0,2,5,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 106252 b,HD 106252,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 106252 b,HD 106252,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 106252 b,HD 106252,1,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 106252 b,HD 106252,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 106252 b,HD 106252,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 108147 b,HD 108147,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 108147 b,HD 108147,1,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 108874 b,HD 108874,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 108874 b,HD 108874,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 108874 b,HD 108874,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 108874 b,HD 108874,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 108874 b,HD 108874,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 108874 b,HD 108874,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 108874 b,HD 108874,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 114729 b,HD 114729,0,2,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 114729 b,HD 114729,0,2,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 114729 b,HD 114729,0,2,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 114729 b,HD 114729,0,2,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 114729 b,HD 114729,1,2,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 12661 c,HD 12661,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 12661 c,HD 12661,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 12661 c,HD 12661,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 12661 c,HD 12661,1,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 128311 b,HD 128311,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 128311 b,HD 128311,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 128311 b,HD 128311,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 128311 b,HD 128311,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 128311 b,HD 128311,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 128311 b,HD 128311,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 141937 b,HD 141937,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 141937 b,HD 141937,1,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 141937 b,HD 141937,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 162020 b,HD 162020,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 162020 b,HD 162020,1,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 168746 b,HD 168746,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 168746 b,HD 168746,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 168746 b,HD 168746,1,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 168746 b,HD 168746,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 196050 b,HD 196050,1,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 2039 b,HD 2039,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 2039 b,HD 2039,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 2039 b,HD 2039,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216435 b,HD 216435,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216435 b,HD 216435,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216437 b,HD 216437,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216437 b,HD 216437,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216437 b,HD 216437,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216437 b,HD 216437,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 216437 b,HD 216437,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 30177 b,HD 30177,1,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 30177 b,HD 30177,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 30177 b,HD 30177,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 30177 b,HD 30177,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 30177 b,HD 30177,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 30177 b,HD 30177,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 37124 b,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 b,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 b,HD 37124,1,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 b,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 b,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 c,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 c,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 c,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 c,HD 37124,0,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 37124 c,HD 37124,1,1,3,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 40979 b,HD 40979,0,3,1,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 40979 b,HD 40979,1,3,1,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 40979 b,HD 40979,0,3,1,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 40979 b,HD 40979,0,3,1,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 47536 b,HD 47536,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 47536 b,HD 47536,1,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed
HD 49674 b,HD 49674,0,1,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 49674 b,HD 49674,0,1,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 49674 b,HD 49674,0,1,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 49674 b,HD 49674,0,1,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 49674 b,HD 49674,1,1,1,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 50554 b,HD 50554,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 50554 b,HD 50554,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 50554 b,HD 50554,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 50554 b,HD 50554,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 50554 b,HD 50554,1,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 50554 b,HD 50554,0,1,1,Radial Velocity,2002,Lick Observatory,Published Confirmed
HD 72659 b,HD 72659,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 72659 b,HD 72659,0,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed
HD 73526 b,HD 73526,1,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 73526 b,HD 73526,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 73526 b,HD 73526,0,1,2,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 76700 b,HD 76700,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 76700 b,HD 76700,1,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 76700 b,HD 76700,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed
HD 83443 b,HD 83443,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 83443 b,HD 83443,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 83443 b,HD 83443,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 83443 b,HD 83443,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 83443 b,HD 83443,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 83443 b,HD 83443,0,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 83443 b,HD 83443,1,1,2,Radial Velocity,2002,Multiple Observatories,Published Confirmed
HD 8574 b,HD 8574,1,1,1,Radial Velocity,2002,Haute-Provence Observatory,Published Confirmed
HD 8574 b,HD 8574,0,1,1,Radial Velocity,2002,Haute-Provence Observatory,Published Confirmed
